country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,migration,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1952,0.457,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1953,-5.467,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1954,-0.457,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1955,0,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1956,0.453,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1957,2.255,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1958,2.689,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1959,3.115,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1960,1.764,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1961,1.749,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1962,-0.433,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1963,-7.325,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1964,-8.196,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1965,-7.348,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1966,-6.067,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1967,-6.513,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1968,-7.826,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1969,-7.406,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1970,-5.243,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1971,-5.687,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1972,-3.507,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1973,-2.631,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1974,-2.629,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1975,-2.191,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1976,-2.193,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1977,-2.198,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1978,-2.205,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1979,-2.657,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1980,0.446,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1981,4.03,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1982,4.934,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1983,6.291,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1984,7.195,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1985,7.194,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1986,9.893,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1987,17.941,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1988,18.189,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1989,17.981,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1990,17.761,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1991,36.348,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1992,40.175,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1993,38.318,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1994,38.507,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1995,35.616,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1996,23.269,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1997,20.622,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1998,19.825,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",1999,18.372,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2000,17.323,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2001,4.479,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2002,1.586,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2003,0.946,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2004,0.313,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2005,0.312,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2006,-2.171,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2007,-7.732,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2008,-7.756,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2009,-8.398,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2010,-7.806,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2011,-8.143,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2012,10.372,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2013,18.586,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2014,19.081,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2015,19.533,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2016,28.325,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2017,10.903,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2018,10.738,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2019,10.577,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2020,1.069,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2021,1.064,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2022,0,Total,,Number,,,,Total
Falkland Islands (Malvinas),FK,FLK,238,"Net migration rate (per 1,000 population)",2023,0,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1950,0.257,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1951,0.295,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1952,0.458,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1953,1.602,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1954,2.709,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1955,24.011,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1956,24.601,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1957,24.977,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1958,24.91,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1959,24.853,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1960,24.641,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1961,24.738,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1962,26.716,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1963,26.966,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1964,26.646,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1965,26.56,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1966,24.808,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1967,18.044,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1968,8.979,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1969,5.43,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1970,5.974,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1971,6.584,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1972,6.599,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1973,7.582,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1974,13.057,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1975,19.973,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1976,22.532,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1977,21.582,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1978,20.679,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1979,19.863,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1980,19.212,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1981,22.926,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1982,31.685,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1983,37.145,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1984,37.151,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1985,36.145,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1986,34.964,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1987,33.537,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1988,32.241,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1989,26.54,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1990,16.617,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1991,10.486,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1992,10.085,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1993,10.514,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1994,10.768,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1995,10.786,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1996,10.628,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1997,10.297,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1998,9.896,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",1999,9.495,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2000,16.906,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2001,17.031,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2002,17.228,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2003,15.786,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2004,14.952,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2005,13.599,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2006,1.93,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2007,-0.319,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2008,-1.243,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2009,-2.541,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2010,-1.626,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2011,-0.218,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2012,1.785,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2013,3.783,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2014,0,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2015,0,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2016,0,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2017,4.322,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2018,4.346,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2019,4.233,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2020,0,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2021,2.033,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2022,3.947,Total,,Number,,,,Total
French Guiana,GF,GUF,254,"Net migration rate (per 1,000 population)",2023,3.851,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1950,-0.412,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1951,0.822,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1952,0.634,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1953,1.008,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1954,1.437,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1955,1.969,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1956,2.137,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1957,2.342,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1958,2.535,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1959,1.923,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1960,-2.355,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1961,-3.434,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1962,-4.389,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1963,-5.259,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1964,-6.719,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1965,-8.592,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1966,-10.44,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1967,-11.928,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1968,-12.829,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1969,-13.591,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1970,-14.216,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1971,-14.673,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1972,-14.871,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1973,-14.745,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1974,-14.239,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1975,-13.623,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1976,-13.206,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1977,-13.286,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1978,-14.202,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1979,-16.35,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1980,-19.167,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1981,-21.843,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1982,-23.598,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1983,-25.071,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1984,-26.232,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1985,-27.078,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1986,-27.706,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1987,-28.15,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1988,-28.456,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1989,-28.504,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1990,-28.538,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1991,-20.644,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1992,-17.914,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1993,-17.347,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1994,-17.453,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1995,-17.463,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1996,-17.463,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1997,-17.435,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1998,-17.361,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",1999,-17.281,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2000,-17.212,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2001,-17.045,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2002,-16.643,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2003,-16.334,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2004,-16.509,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2005,-16.969,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2006,-17.423,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2007,-17.856,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2008,-18.246,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2009,-18.635,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2010,-18.975,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2011,-19.312,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2012,-9.568,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2013,-9.205,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2014,-8.9,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2015,-8.603,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2016,-8.279,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2017,-7.973,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2018,39.041,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2019,-30.418,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2020,1.007,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2021,-5.35,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2022,-4.811,Total,,Number,,,,Total
Guyana,GY,GUY,328,"Net migration rate (per 1,000 population)",2023,-4.781,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1950,-10.779,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1951,-10.427,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1952,-10.086,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1953,-9.751,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1954,-9.427,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1955,-9.107,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1956,-8.804,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1957,-8.501,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1958,-8.224,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1959,-7.945,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1960,-7.679,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1961,-7.416,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1962,-7.147,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1963,-6.884,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1964,-6.631,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1965,-6.381,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1966,-6.146,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1967,-5.917,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1968,-5.685,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1969,-5.447,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1970,-5.208,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1971,-4.231,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1972,-3.024,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1973,-1.682,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1974,-1.313,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1975,-1.4,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1976,-1.459,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1977,-1.473,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1978,-1.388,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1979,-1.188,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1980,-0.909,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1981,-0.783,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1982,-0.838,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1983,-0.851,Total,,Number,,,,Total
Paraguay,PY,PRY,600,"Net migration rate (per 1,000 population)",1984,-1.095,Total,,Number,,,,Total
